SG_UF,CO_MACRORREGIONAL,NO_MACRORREGIONAL,CO_CIR,NO_CIR_PADRAO,CO_MUNICIPIO_IBGE,NO_MUNICIPIO,POP2021,,obs
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,520520,CATURAI,5.132,,
GO,5.207,MACRORREGIAO NORDESTE,52.006,NORDESTE I,520530,CAVALCANTE,9.740,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,520540,CERES,22.407,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,520545,CEZARINA,8.794,,
GO,5.206,MACRORREGIAO SUDOESTE,52.016,SUDOESTE II,520547,CHAPADAO DO CEU,10.797,,
GO,5.207,MACRORREGIAO NORDESTE,52.004,ENTORNO SUL,520549,CIDADE OCIDENTAL,74.370,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.011,PIRINEUS,520551,COCALZINHO DE GOIAS,20.771,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.014,SERRA DA MESA,520552,COLINAS DO SUL,3.339,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.010,OESTE II,520570,CORREGO DO OURO,2.254,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.011,PIRINEUS,520580,CORUMBA DE GOIAS,11.223,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,520590,CORUMBAIBA,10.012,,
GO,5.207,MACRORREGIAO NORDESTE,52.004,ENTORNO SUL,520620,CRISTALINA,61.385,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,520630,CRISTIANOPOLIS,2.962,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,520640,CRIXAS,17.136,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,520650,CROMINIA,3.458,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,520660,CUMARI,2.820,,
GO,5.207,MACRORREGIAO NORDESTE,52.007,NORDESTE II,520670,DAMIANOPOLIS,3.302,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,520680,DAMOLANDIA,2.944,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,520690,DAVINOPOLIS,2.094,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,520710,DIORAMA,2.477,,
GO,5.207,MACRORREGIAO NORDESTE,52.006,NORDESTE I,520830,DIVINOPOLIS DE GOIAS,4.701,,
GO,5.206,MACRORREGIAO SUDOESTE,52.016,SUDOESTE II,520725,DOVERLANDIA,7.174,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,520735,EDEALINA,3.678,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,520740,EDEIA,12.559,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.008,NORTE,520750,ESTRELA DO NORTE,3.253,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,520753,FAINA,6.527,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,520760,FAZENDA NOVA,5.471,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.010,OESTE II,520780,FIRMINOPOLIS,13.604,,
GO,5.207,MACRORREGIAO NORDESTE,52.003,ENTORNO NORTE,520790,FLORES DE GOIAS,17.415,,
GO,5.207,MACRORREGIAO NORDESTE,52.003,ENTORNO NORTE,520800,FORMOSA,125.705,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.008,NORTE,520810,FORMOSO,4.098,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.011,PIRINEUS,520815,GAMELEIRA DE GOIAS,3.923,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.011,PIRINEUS,520840,GOIANAPOLIS,11.217,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,520850,GOIANDIRA,5.650,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.018,SAO PATRICIO II,520860,GOIANESIA,72.045,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,520870,GOIANIA,1.555.626,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,520880,GOIANIRA,46.278,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,520890,GOIAS,22.122,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.017,SUL,520910,GOIATUBA,34.307,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.017,SUL,520915,GOUVELANDIA,6.076,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,520920,GUAPO,14.206,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,520929,GUARAITA,1.905,,
GO,5.207,MACRORREGIAO NORDESTE,52.007,NORDESTE II,520940,GUARANI DE GOIAS,3.801,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,520945,GUARINOS,1.681,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,520960,HEITORAI,3.742,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,520970,HIDROLANDIA,22.533,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.014,SERRA DA MESA,520980,HIDROLINA,3.450,,
GO,5.207,MACRORREGIAO NORDESTE,52.007,NORDESTE II,520990,IACIARA,14.215,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.017,SUL,520993,INACIOLANDIA,6.275,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,520995,INDIARA,15.962,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,521000,INHUMAS,53.655,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,521010,IPAMERI,27.365,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,521015,IPIRANGA DE GOIAS,2.892,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,521020,IPORA,31.471,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,521030,ISRAELANDIA,2.772,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,521040,ITABERAI,44.329,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,521056,ITAGUARI,4.684,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.018,SAO PATRICIO II,521060,ITAGUARU,5.184,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,521080,ITAJA,4.412,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,521090,ITAPACI,23.850,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,521100,ITAPIRAPUA,4.380,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,521120,ITAPURANGA,25.597,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,521130,ITARUMA,7.337,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,521140,ITAUCU,8.968,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.017,SUL,521150,ITUMBIARA,106.845,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,521160,IVOLANDIA,2.295,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,521170,JANDAIA,6.001,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.018,SAO PATRICIO II,521180,JARAGUA,52.160,,
GO,5.206,MACRORREGIAO SUDOESTE,52.016,SUDOESTE II,521190,JATAI,103.221,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,521200,JAUPACI,2.843,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,521205,JESUPOLIS,2.497,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.017,SUL,521210,JOVIANIA,7.417,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,521220,JUSSARA,18.266,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,521225,LAGOA SANTA,1.652,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,521230,LEOPOLDO DE BULHOES,7.663,,
GO,5.207,MACRORREGIAO NORDESTE,52.004,ENTORNO SUL,521250,LUZIANIA,214.645,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,521260,MAIRIPOTABA,2.358,,
GO,5.207,MACRORREGIAO NORDESTE,52.007,NORDESTE II,521270,MAMBAI,9.277,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.014,SERRA DA MESA,521280,MARA ROSA,9.234,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,521290,MARZAGAO,2.263,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,521295,MATRINCHA,4.321,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,521300,MAURILANDIA,14.568,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.018,SAO PATRICIO II,521305,MIMOSO DE GOIAS,2.575,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.008,NORTE,521308,MINACU,28.518,,
GO,5.206,MACRORREGIAO SUDOESTE,52.016,SUDOESTE II,521310,MINEIROS,69.477,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,521340,MOIPORA,1.471,,
GO,5.207,MACRORREGIAO NORDESTE,52.006,NORDESTE I,521350,MONTE ALEGRE DE GOIAS,8.759,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,521370,MONTES CLAROS DE GOIAS,8.037,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,521375,MONTIVIDIU,13.935,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.008,NORTE,521377,MONTIVIDIU DO NORTE,4.538,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.017,SUL,521380,MORRINHOS,46.955,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,521385,MORRO AGUDO DE GOIAS,2.217,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,521390,MOSSAMEDES,4.120,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,521400,MOZARLANDIA,16.077,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.008,NORTE,521405,MUNDO NOVO,4.540,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.008,NORTE,521410,MUTUNOPOLIS,3.749,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,521440,NAZARIO,9.375,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,521450,NEROPOLIS,30.931,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.014,SERRA DA MESA,521460,NIQUELANDIA,47.064,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,521470,NOVA AMERICA,2.362,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,521480,NOVA AURORA,2.236,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,521483,NOVA CRIXAS,13.020,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,521486,NOVA GLORIA,8.063,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.014,SERRA DA MESA,521487,NOVA IGUACU DE GOIAS,2.939,,
GO,5.207,MACRORREGIAO NORDESTE,52.007,NORDESTE II,521490,NOVA ROMA,3.208,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,521500,NOVA VENEZA,10.193,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,521520,NOVO BRASIL,2.775,,
GO,5.207,MACRORREGIAO NORDESTE,52.004,ENTORNO SUL,521523,NOVO GAMA,119.649,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.008,NORTE,521525,NOVO PLANALTO,4.592,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,521530,ORIZONA,15.834,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,521540,OURO VERDE DE GOIAS,3.679,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,521550,OUVIDOR,6.895,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.018,SAO PATRICIO II,521560,PADRE BERNARDO,35.011,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,521565,PALESTINA DE GOIAS,3.470,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.010,OESTE II,521570,PALMEIRAS DE GOIAS,29.915,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,521580,PALMELO,2.382,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.010,OESTE II,521590,PALMINOPOLIS,3.578,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.017,SUL,521600,PANAMA,2.590,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,521630,PARANAIGUARA,10.221,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.010,OESTE II,521640,PARAUNA,10.988,,
GO,5.206,MACRORREGIAO SUDOESTE,52.016,SUDOESTE II,521645,PEROLANDIA,3.156,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,521680,PETROLINA DE GOIAS,10.240,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,521690,PILAR DE GOIAS,2.135,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,521710,PIRACANJUBA,24.543,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.009,OESTE I,521720,PIRANHAS,10.161,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.011,PIRINEUS,521730,PIRENOPOLIS,25.218,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,521740,PIRES DO RIO,31.909,,
GO,5.207,MACRORREGIAO NORDESTE,52.003,ENTORNO NORTE,521760,PLANALTINA,91.345,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,521770,PONTALINA,17.899,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.008,NORTE,521800,PORANGATU,45.866,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,521805,PORTEIRAO,3.979,,
GO,5.206,MACRORREGIAO SUDOESTE,52.016,SUDOESTE II,521810,PORTELANDIA,4.032,,
GO,5.207,MACRORREGIAO NORDESTE,52.007,NORDESTE II,521830,POSSE,37.924,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,521839,PROFESSOR JAMIL,3.211,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,521850,QUIRINOPOLIS,51.323,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,521860,RIALMA,10.961,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,521870,RIANAPOLIS,4.832,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,521878,RIO QUENTE,4.728,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,521880,RIO VERDE,247.259,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,521890,RUBIATABA,20.012,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.010,OESTE II,521900,SANCLERLANDIA,7.630,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,521910,SANTA BARBARA DE GOIAS,6.701,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,521920,SANTA CRUZ DE GOIAS,2.782,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.012,RIO VERMELHO,521925,SANTA FE DE GOIAS,5.585,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,521930,SANTA HELENA DE GOIAS,38.962,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,521935,SANTA ISABEL,3.821,,
GO,5.206,MACRORREGIAO SUDOESTE,52.016,SUDOESTE II,521940,SANTA RITA DO ARAGUAIA,9.110,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.018,SAO PATRICIO II,521945,SANTA RITA DO NOVO DESTINO,3.367,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,521950,SANTA ROSA DE GOIAS,2.200,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.008,NORTE,521960,SANTA TEREZA DE GOIAS,3.207,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,521970,SANTA TEREZINHA DE GOIAS,8.386,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,521971,SANTO ANTONIO DA BARRA,4.886,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,521973,SANTO ANTONIO DE GOIAS,6.593,,
GO,5.207,MACRORREGIAO NORDESTE,52.004,ENTORNO SUL,521975,SANTO ANTONIO DO DESCOBERTO,76.871,,
GO,5.207,MACRORREGIAO NORDESTE,52.007,NORDESTE II,521980,SAO DOMINGOS,13.305,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,521990,SAO FRANCISCO DE GOIAS,6.265,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.010,OESTE II,522005,SAO JOAO DA PARAUNA,1.312,,
GO,5.207,MACRORREGIAO NORDESTE,52.003,ENTORNO NORTE,522000,SAO JOAO D'ALIANCA,14.423,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.010,OESTE II,522010,SAO LUIS DE MONTES BELOS,34.488,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,522015,SAO LUIZ DO NORTE,5.263,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.008,NORTE,522020,SAO MIGUEL DO ARAGUAIA,21.849,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,522026,SAO MIGUEL DO PASSA QUATRO,4.105,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,522028,SAO PATRICIO,2.040,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,522040,SAO SIMAO,21.318,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,522045,SENADOR CANEDO,121.447,,
GO,5.206,MACRORREGIAO SUDOESTE,52.016,SUDOESTE II,522050,SERRANOPOLIS,8.737,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,522060,SILVANIA,20.938,,
GO,5.207,MACRORREGIAO NORDESTE,52.007,NORDESTE II,522068,SIMOLANDIA,6.895,,
GO,5.207,MACRORREGIAO NORDESTE,52.007,NORDESTE II,522070,SITIO D'ABADIA,3.040,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,522100,TAQUARAL DE GOIAS,3.506,,
GO,5.207,MACRORREGIAO NORDESTE,52.006,NORDESTE I,522108,TERESINA DE GOIAS,3.538,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.011,PIRINEUS,522119,TEREZOPOLIS DE GOIAS,8.326,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,522130,TRES RANCHOS,2.830,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.001,CENTRAL,522140,TRINDADE,132.006,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.008,NORTE,522145,TROMBAS,3.497,,
GO,5.208,MACRORREGIAO CENTRO-OESTE,52.010,OESTE II,522150,TURVANIA,4.526,,
GO,5.206,MACRORREGIAO SUDOESTE,52.015,SUDOESTE I,522155,TURVELANDIA,5.447,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,522157,UIRAPURU,2.829,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.014,SERRA DA MESA,522160,URUACU,41.150,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.013,SAO PATRICIO I,522170,URUANA,13.795,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.005,ESTRADA DE FERRO,522180,URUTAI,3.056,,
GO,5.207,MACRORREGIAO NORDESTE,52.004,ENTORNO SUL,522185,VALPARAISO DE GOIAS,175.720,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,522190,VARJAO,3.848,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,522200,VIANOPOLIS,14.088,,
GO,5.210,MACRORREGIAO CENTRO SUDESTE,52.002,CENTRO SUL,522205,VICENTINOPOLIS,9.002,,
GO,5.207,MACRORREGIAO NORDESTE,52.003,ENTORNO NORTE,522220,VILA BOA,6.451,,
GO,5.209,MACRORREGIAO CENTRO-NORTE,52.018,SAO PATRICIO II,522230,VILA PROPICIO,5.941,,
MA,2.109,MACRORREGIAO SUL,21.001,ACAILANDIA,210005,ACAILANDIA,113.783,,
MA,2.111,MACRORREGIAO LESTE,21.005,CAXIAS,210010,AFONSO CUNHA,6.631,,
MA,2.110,MACRORREGIAO NORTE,21.006,CHAPADINHA,210015,AGUA DOCE DO MARANHAO,12.731,,
MA,2.110,MACRORREGIAO NORTE,21.016,SAO LUIS,210020,ALCANTARA,22.126,,
MA,2.111,MACRORREGIAO LESTE,21.005,CAXIAS,210030,ALDEIAS ALTAS,26.979,,
MA,2.110,MACRORREGIAO NORTE,21.002,BACABAL,210040,ALTAMIRA DO MARANHAO,8.250,,
MA,2.111,MACRORREGIAO LESTE,21.007,CODO,210043,ALTO ALEGRE DO MARANHAO,28.066,,
MA,2.110,MACRORREGIAO NORTE,21.014,SANTA INES,210047,ALTO ALEGRE DO PINDARE,31.967,,
MA,2.109,MACRORREGIAO SUL,21.003,BALSAS,210050,ALTO PARNAIBA,11.233,,
MA,2.110,MACRORREGIAO NORTE,21.019,ZE DOCA,210055,AMAPA DO MARANHAO,7.047,,
MA,2.109,MACRORREGIAO SUL,21.008,IMPERATRIZ,210060,AMARANTE DO MARANHAO,42.017,,
MA,2.110,MACRORREGIAO NORTE,21.009,ITAPECURU MIRIM,210070,ANAJATUBA,27.170,,
MA,2.110,MACRORREGIAO NORTE,21.006,CHAPADINHA,210080,ANAPURUS,16.054,,
MA,2.110,MACRORREGIAO NORTE,21.011,PINHEIRO,210083,APICUM-ACU,17.582,,
MA,2.110,MACRORREGIAO NORTE,21.019,ZE DOCA,210087,ARAGUANA,15.675,,
MA,2.110,MACRORREGIAO NORTE,21.006,CHAPADINHA,210090,ARAIOSES,47.095,,
MA,2.109,MACRORREGIAO SUL,21.004,BARRA DO CORDA,210095,ARAME,32.825,,
MA,2.110,MACRORREGIAO NORTE,21.009,ITAPECURU MIRIM,210100,ARARI,30.014,,
MA,2.110,MACRORREGIAO NORTE,21.013,ROSARIO,210110,AXIXA,12.234,,
MA,2.110,MACRORREGIAO NORTE,21.002,BACABAL,210120,BACABAL,105.094,,
MA,2.110,MACRORREGIAO NORTE,21.013,ROSARIO,210125,BACABEIRA,17.446,,
MA,2.110,MACRORREGIAO NORTE,21.011,PINHEIRO,210130,BACURI,18.726,,
MA,2.110,MACRORREGIAO NORTE,21.018,VIANA,210135,BACURITUBA,5.696,,
MA,2.109,MACRORREGIAO SUL,21.003,BALSAS,210140,BALSAS,96.951,,
MA,2.111,MACRORREGIAO LESTE,21.015,SAO JOAO DOS PATOS,210150,BARAO DE GRAJAU,19.026,,
MA,2.109,MACRORREGIAO SUL,21.004,BARRA DO CORDA,210160,BARRA DO CORDA,88.895,,
MA,2.110,MACRORREGIAO NORTE,21.013,ROSARIO,210170,BARREIRINHAS,63.891,,
MA,2.110,MACRORREGIAO NORTE,21.014,SANTA INES,210177,BELA VISTA DO MARANHAO,11.347,,
MA,2.110,MACRORREGIAO NORTE,21.009,ITAPECURU MIRIM,210173,BELAGUA,7.586,,
MA,2.111,MACRORREGIAO LESTE,21.015,SAO JOAO DOS PATOS,210180,BENEDITO LEITE,5.643,,
MA,2.110,MACRORREGIAO NORTE,21.011,PINHEIRO,210190,BEQUIMAO,21.317,,
MA,2.111,MACRORREGIAO LESTE,21.010,PEDREIRAS,210193,BERNARDO DO MEARIM,6.102,,
MA,2.110,MACRORREGIAO NORTE,21.019,ZE DOCA,210197,BOA VISTA DO GURUPI,8.494,,
MA,2.110,MACRORREGIAO NORTE,21.014,SANTA INES,210200,BOM JARDIM,42.010,,
MA,2.109,MACRORREGIAO SUL,21.001,ACAILANDIA,210203,BOM JESUS DAS SELVAS,35.095,,
MA,2.110,MACRORREGIAO NORTE,21.002,BACABAL,210207,BOM LUGAR,16.578,,
MA,2.110,MACRORREGIAO NORTE,21.006,CHAPADINHA,210210,BREJO,36.900,,
MA,2.110,MACRORREGIAO NORTE,21.002,BACABAL,210215,BREJO DE AREIA,8.841,,
MA,2.111,MACRORREGIAO LESTE,21.005,CAXIAS,210220,BURITI,28.916,,
MA,2.111,MACRORREGIAO LESTE,21.015,SAO JOAO DOS PATOS,210230,BURITI BRAVO,23.993,,
MA,2.109,MACRORREGIAO SUL,21.001,ACAILANDIA,210232,BURITICUPU,73.595,,
MA,2.109,MACRORREGIAO SUL,21.008,IMPERATRIZ,210235,BURITIRANA,15.503,,
MA,2.110,MACRORREGIAO NORTE,21.013,ROSARIO,210237,CACHOEIRA GRANDE,9.524,,
MA,2.110,MACRORREGIAO NORTE,21.018,VIANA,210240,CAJAPIO,11.255,,
MA,2.110,MACRORREGIAO NORTE,21.018,VIANA,210250,CAJARI,19.521,,
MA,2.109,MACRORREGIAO SUL,21.008,IMPERATRIZ,210255,CAMPESTRE DO MARANHAO,14.530,,
MA,2.110,MACRORREGIAO NORTE,21.019,ZE DOCA,210260,CANDIDO MENDES,20.376,,
MA,2.110,MACRORREGIAO NORTE,21.009,ITAPECURU MIRIM,210270,CANTANHEDE,22.236,,
MA,2.111,MACRORREGIAO LESTE,21.012,PRESIDENTE DUTRA,210275,CAPINZAL DO NORTE,10.937,,
MA,2.109,MACRORREGIAO SUL,21.008,IMPERATRIZ,210280,CAROLINA,24.151,,
MA,2.110,MACRORREGIAO NORTE,21.019,ZE DOCA,210290,CARUTAPERA,24.095,,
MA,2.111,MACRORREGIAO LESTE,21.005,CAXIAS,210300,CAXIAS,166.159,,
MA,2.110,MACRORREGIAO NORTE,21.011,PINHEIRO,210310,CEDRAL,10.711,,
MA,2.110,MACRORREGIAO NORTE,21.011,PINHEIRO,210312,CENTRAL DO MARANHAO,8.806,,
MA,2.110,MACRORREGIAO NORTE,21.019,ZE DOCA,210315,CENTRO DO GUILHERME,13.876,,
MA,2.110,MACRORREGIAO NORTE,21.019,ZE DOCA,210317,CENTRO NOVO DO MARANHAO,22.056,,
